licencePlate,start_time,end_time,start_lat,start_lon,end_lat,end_lon,travel_time,vehicleTypeId,zipCode,model,type,postcode,zipCodeFixed,end_zipCode,end_postcode,start_area,end_area,route,day_of_week,hour_of_day
ed78620,2025-08-19 17:21:08,2025-08-19 18:19:08,55.654728,12.612669,55.654705,12.612594,58,34,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Tuesday,17
bz95584,2025-08-20 21:27:08,2025-08-21 13:13:08,55.670818,12.503851,55.670818,12.503786,946,2,2500,Renault Zoe,car,2500,2500,2500.0,2500.0,Valby,Valby,Valby → Valby,Wednesday,21
cg16526,2025-08-21 20:29:08,2025-08-21 23:13:08,55.647812,12.624007,55.647812,12.624018,164,2,2300,Renault Zoe,car,2300,2300,2450.0,2450.0,Kobenhavn S,Kobenhavn SV,Kobenhavn S → Kobenhavn SV,Thursday,20
cx86664,2025-08-21 08:09:08,2025-08-21 13:13:08,55.688103,12.494487,55.688232,12.494555,304,34,2720,Renault Zoe,car,2720,2720,2400.0,2400.0,Vanlose,Kobenhavn NV,Vanlose → Kobenhavn NV,Thursday,8
de88739,2025-08-21 11:07:09,2025-08-21 12:47:08,55.667854,12.626709,55.667847,12.626657,100,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Thursday,11
dx15908,2025-08-21 02:41:08,2025-08-21 07:33:08,55.671753,12.57156,55.671753,12.571555,292,34,1575,Renault Zoe,car,1550,1550,2500.0,2500.0,Kobenhavn V,Valby,Kobenhavn V → Valby,Thursday,2
dz55103,2025-08-20 01:59:09,2025-08-20 02:01:09,55.708229,12.56141,55.708229,12.56141,2,34,2100,Renault Zoe,car,2100,2100,2500.0,2500.0,Kobenhavn O,Valby,Kobenhavn O → Valby,Wednesday,1
cx87633,2025-08-23 18:17:08,2025-08-23 20:15:08,55.68327,12.585437,55.683243,12.585092,118,34,1301,Renault Zoe,car,1050,1050,2100.0,2100.0,Kobenhavn K,Kobenhavn O,Kobenhavn K → Kobenhavn O,Saturday,18
cx97457,2025-08-22 14:25:09,2025-08-22 14:39:08,55.686443,12.499454,55.686443,12.499454,14,2,2720,Renault Zoe,car,2720,2720,2450.0,2450.0,Vanlose,Kobenhavn SV,Vanlose → Kobenhavn SV,Friday,14
db61811,2025-08-21 23:07:08,2025-08-22 07:09:09,55.671165,12.551993,55.671143,12.55212,482,31,1661,unknown,van,1550,1550,2720.0,2720.0,Kobenhavn V,Vanlose,Kobenhavn V → Vanlose,Thursday,23
dd51659,2025-08-21 23:07:08,2025-08-22 04:55:08,55.712978,12.570579,55.712978,12.570524,348,34,2100,Renault Zoe,car,2100,2100,2000.0,2000.0,Kobenhavn O,Frederiksberg C,Kobenhavn O → Frederiksberg C,Thursday,23
de88692,2025-08-22 07:21:08,2025-08-22 07:31:08,55.645897,12.604708,55.645897,12.604708,10,94,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Friday,7
dr11698,2025-08-23 07:57:08,2025-08-23 07:59:08,55.694481,12.485826,55.694481,12.485826,2,34,2720,Renault Zoe,car,2720,2720,2500.0,2500.0,Vanlose,Valby,Vanlose → Valby,Saturday,7
dv87851,2025-08-22 20:21:09,2025-08-22 22:21:08,55.65276,12.613123,55.652931,12.612996,120,34,2300,Renault Zoe,car,2300,2300,2500.0,2500.0,Kobenhavn S,Valby,Kobenhavn S → Valby,Friday,20
dv87862,2025-08-23 17:01:09,2025-08-23 18:29:08,55.654339,12.540116,55.654339,12.540109,88,34,2450,Renault Zoe,car,2450,2450,2300.0,2300.0,Kobenhavn SV,Kobenhavn S,Kobenhavn SV → Kobenhavn S,Saturday,17
dv87892,2025-08-22 12:07:08,2025-08-22 16:21:08,55.632309,12.577417,55.632462,12.577612,254,2,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Friday,12
dw87416,2025-08-22 09:47:08,2025-08-22 09:49:08,55.670612,12.559121,55.670612,12.559121,2,34,1655,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Friday,9
dy44103,2025-08-21 23:07:08,2025-08-22 12:59:08,55.689308,12.586246,55.689339,12.586286,832,34,1306,Renault Zoe,car,1050,1050,2100.0,2100.0,Kobenhavn K,Kobenhavn O,Kobenhavn K → Kobenhavn O,Thursday,23
dy44150,2025-08-21 23:07:08,2025-08-22 05:39:09,55.680614,12.485596,55.680576,12.48561,392,34,2720,Renault Zoe,car,2720,2720,2200.0,2200.0,Vanlose,Kobenhavn N,Vanlose → Kobenhavn N,Thursday,23
dy44150,2025-08-22 09:07:08,2025-08-22 09:45:09,55.67767,12.566062,55.677711,12.566162,38,34,1554,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Friday,9
dy44150,2025-08-22 09:59:08,2025-08-22 11:05:08,55.697289,12.551862,55.697353,12.551823,66,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Friday,9
dy44150,2025-08-22 11:59:08,2025-08-22 13:21:08,55.709976,12.477128,55.709984,12.477092,82,34,2700,Renault Zoe,car,2700,2700,2100.0,2100.0,Bronshoj,Kobenhavn O,Bronshoj → Kobenhavn O,Friday,11
dy44150,2025-08-22 18:33:08,2025-08-22 19:51:08,55.697609,12.546904,55.697533,12.546958,78,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Friday,18
dy44150,2025-08-23 20:03:09,2025-08-23 20:05:08,55.665936,12.614996,55.665936,12.614996,2,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Saturday,20
dy74217,2025-08-22 09:51:09,2025-08-22 11:29:08,55.694546,12.578466,55.694515,12.578455,98,34,2100,Renault Zoe,car,2100,2100,2100.0,2100.0,Kobenhavn O,Kobenhavn O,Kobenhavn O → Kobenhavn O,Friday,9
dz55100,2025-08-23 20:57:08,2025-08-23 21:17:08,55.71014,12.564687,55.71014,12.564687,20,34,2100,Renault Zoe,car,2100,2100,2000.0,2000.0,Kobenhavn O,Frederiksberg C,Kobenhavn O → Frederiksberg C,Saturday,20
ea13808,2025-08-22 13:01:08,2025-08-22 13:33:08,55.67831,12.565796,55.67831,12.565812,32,2,1551,Renault Zoe,car,1550,1550,2450.0,2450.0,Kobenhavn V,Kobenhavn SV,Kobenhavn V → Kobenhavn SV,Friday,13
ea13808,2025-08-22 13:57:09,2025-08-22 15:17:09,55.675644,12.541325,55.675667,12.54119,80,2,1829,Renault Zoe,car,2000,2000,2150.0,2150.0,Frederiksberg C,Nordhavn,Frederiksberg C → Nordhavn,Friday,13
eb61395,2025-08-23 16:07:08,2025-08-23 17:49:08,55.668457,12.579423,55.668522,12.579518,102,34,1559,Renault Zoe,car,1550,1550,2200.0,2200.0,Kobenhavn V,Kobenhavn N,Kobenhavn V → Kobenhavn N,Saturday,16
eb69726,2025-08-23 16:13:08,2025-08-23 17:41:09,55.709358,12.571826,55.709423,12.57182,88,34,2100,Renault Zoe,car,2100,2100,2000.0,2000.0,Kobenhavn O,Frederiksberg C,Kobenhavn O → Frederiksberg C,Saturday,16
eb78388,2025-08-22 16:25:08,2025-08-22 22:35:08,55.674259,12.570555,55.674282,12.570573,370,34,1553,Renault Zoe,car,1550,1550,2700.0,2700.0,Kobenhavn V,Bronshoj,Kobenhavn V → Bronshoj,Friday,16
eb78388,2025-08-23 20:15:08,2025-08-23 21:17:08,55.682014,12.483325,55.682014,12.483296,62,34,2720,Renault Zoe,car,2720,2720,2200.0,2200.0,Vanlose,Kobenhavn N,Vanlose → Kobenhavn N,Saturday,20
bv17566,2025-08-24 09:47:08,2025-08-24 10:23:08,55.701317,12.543949,55.701317,12.543859,36,2,2200,Renault Zoe,car,2200,2200,2200.0,2200.0,Kobenhavn N,Kobenhavn N,Kobenhavn N → Kobenhavn N,Sunday,9
cg16526,2025-08-24 15:01:08,2025-08-24 15:17:08,55.707375,12.567496,55.707375,12.567496,16,2,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Sunday,15
cx86648,2025-08-23 21:27:08,2025-08-24 04:51:08,55.632145,12.578577,55.632332,12.57878,444,34,1561,Renault Zoe,car,1550,1550,2450.0,2450.0,Kobenhavn V,Kobenhavn SV,Kobenhavn V → Kobenhavn SV,Saturday,21
cx86665,2025-08-25 10:07:09,2025-08-25 10:53:08,55.656704,12.502702,55.656658,12.50282,46,34,2500,Renault Zoe,car,2500,2500,2200.0,2200.0,Valby,Kobenhavn N,Valby → Kobenhavn N,Monday,10
dd28393,2025-08-25 18:11:09,2025-08-25 18:37:08,55.663818,12.601949,55.663906,12.602061,26,94,2300,Renault Zoe,car,2300,2300,2200.0,2200.0,Kobenhavn S,Kobenhavn N,Kobenhavn S → Kobenhavn N,Monday,18
dd72522,2025-08-24 09:39:08,2025-08-24 10:01:08,55.678566,12.559888,55.678604,12.559809,22,34,1601,Renault Zoe,car,1550,1550,2200.0,2200.0,Kobenhavn V,Kobenhavn N,Kobenhavn V → Kobenhavn N,Sunday,9
de12877,2025-08-24 17:51:09,2025-08-24 20:23:08,55.656063,12.503121,55.656078,12.503021,152,34,2500,Renault Zoe,car,2500,2500,2100.0,2100.0,Valby,Kobenhavn O,Valby → Kobenhavn O,Sunday,17
de88687,2025-08-24 15:17:08,2025-08-24 20:21:09,55.685936,12.554287,55.685955,12.554195,304,34,2200,Renault Zoe,car,2200,2200,2500.0,2500.0,Kobenhavn N,Valby,Kobenhavn N → Valby,Sunday,15
de88687,2025-08-24 20:43:08,2025-08-25 11:15:09,55.66061,12.571257,55.660725,12.571309,872,34,1560,Renault Zoe,car,1550,1550,2500.0,2500.0,Kobenhavn V,Valby,Kobenhavn V → Valby,Sunday,20
de88696,2025-08-24 11:51:08,2025-08-24 11:53:08,55.647549,12.5489,55.647549,12.548905,2,34,2450,Renault Zoe,car,2450,2450,2500.0,2500.0,Kobenhavn SV,Valby,Kobenhavn SV → Valby,Sunday,11
dr11709,2025-08-25 06:41:08,2025-08-25 07:29:08,55.69479,12.568616,55.694866,12.568573,48,34,1354,Renault Zoe,car,1050,1050,2200.0,2200.0,Kobenhavn K,Kobenhavn N,Kobenhavn K → Kobenhavn N,Monday,6
dr11729,2025-08-25 16:43:08,2025-08-25 17:57:08,55.658367,12.613904,55.65844,12.613935,74,34,2300,Renault Zoe,car,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Monday,16
dy74226,2025-08-23 21:29:09,2025-08-23 22:09:09,55.684685,12.535081,55.68475,12.535131,40,34,2000,Renault Zoe,car,2000,2000,2000.0,2000.0,Frederiksberg C,Frederiksberg C,Frederiksberg C → Frederiksberg C,Saturday,21
eb61390,2025-08-24 09:23:08,2025-08-24 09:39:08,55.70686,12.587634,55.70686,12.587634,16,34,2150,Renault Zoe,car,2150,2150,2200.0,2200.0,Nordhavn,Kobenhavn N,Nordhavn → Kobenhavn N,Sunday,9
eb61390,2025-08-25 09:43:08,2025-08-25 10:15:08,55.707016,12.587663,55.707016,12.587652,32,34,2150,Renault Zoe,car,2150,2150,2400.0,2400.0,Nordhavn,Kobenhavn NV,Nordhavn → Kobenhavn NV,Monday,9
dr11617,2025-08-25 18:51:08,2025-08-26 04:11:09,55.689079,12.541813,55.68911,12.541818,560,34,2200,Renault Zoe,car,2200,2200,2100.0,2100.0,Kobenhavn N,Kobenhavn O,Kobenhavn N → Kobenhavn O,Monday,18
dr11741,2025-08-26 12:49:09,2025-08-26 13:59:08,55.681332,12.568675,55.68129,12.568715,70,34,1452,Renault Zoe,car,1050,1050,2700.0,2700.0,Kobenhavn K,Bronshoj,Kobenhavn K → Bronshoj,Tuesday,12
dr11742,2025-08-27 04:47:08,2025-08-27 07:57:09,55.68478,12.516272,55.684986,12.515661,190,34,2000,Renault Zoe,car,2000,2000,2500.0,2500.0,Frederiksberg C,Valby,Frederiksberg C → Valby,Wednesday,4
dx15896,2025-08-27 07:33:08,2025-08-27 07:55:08,55.707748,12.503438,55.707722,12.503416,22,34,2700,Renault Zoe,car,2700,2700,2500.0,2500.0,Bronshoj,Valby,Bronshoj → Valby,Wednesday,7
dy74227,2025-08-25 18:51:08,2025-08-25 18:55:09,55.65353,12.569722,55.65353,12.569722,4,34,1561,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Monday,18
dz55098,2025-08-26 07:11:08,2025-08-26 15:43:08,55.709911,12.513615,55.709816,12.513607,512,34,2400,Renault Zoe,car,2400,2400,2700.0,2700.0,Kobenhavn NV,Bronshoj,Kobenhavn NV → Bronshoj,Tuesday,7
dz55099,2025-08-27 04:53:09,2025-08-27 04:57:08,55.653271,12.619584,55.653271,12.619584,4,34,2300,Renault Zoe,car,2300,2300,2100.0,2100.0,Kobenhavn S,Kobenhavn O,Kobenhavn S → Kobenhavn O,Wednesday,4
ee96547,2025-08-26 14:49:09,2025-08-26 15:37:08,55.701027,12.531688,55.700993,12.531669,48,34,2400,Renault Zoe,car,2400,2400,2100.0,2100.0,Kobenhavn NV,Kobenhavn O,Kobenhavn NV → Kobenhavn O,Tuesday,14
ce58899,2025-08-27 14:17:09,2025-08-27 14:45:09,55.671314,12.578937,55.671314,12.578929,28,2,1559,Renault Zoe,car,1550,1550,2200.0,2200.0,Kobenhavn V,Kobenhavn N,Kobenhavn V → Kobenhavn N,Wednesday,14
cu28344,2025-08-27 14:57:08,2025-08-27 15:05:08,55.712151,12.575037,55.712151,12.575037,8,2,2100,Renault Zoe,car,2100,2100,2200.0,2200.0,Kobenhavn O,Kobenhavn N,Kobenhavn O → Kobenhavn N,Wednesday,14
cx86646,2025-08-27 13:53:08,2025-08-27 14:03:08,55.681805,12.549577,55.681805,12.549577,10,34,1879,Renault Zoe,car,2000,2000,2000.0,2000.0,Frederiksberg C,Frederiksberg C,Frederiksberg C → Frederiksberg C,Wednesday,13
cx86655,2025-08-28 20:51:08,2025-08-28 22:15:09,55.696705,12.486414,55.696728,12.486403,84,34,2720,Renault Zoe,car,2720,2720,2200.0,2200.0,Vanlose,Kobenhavn N,Vanlose → Kobenhavn N,Thursday,20
cx86656,2025-08-27 21:59:08,2025-08-28 05:37:08,55.685017,12.533571,55.685139,12.533539,458,34,2000,Renault Zoe,car,2000,2000,2200.0,2200.0,Frederiksberg C,Kobenhavn N,Frederiksberg C → Kobenhavn N,Wednesday,21
cx86664,2025-08-28 13:09:08,2025-08-28 13:15:09,55.698544,12.575232,55.698544,12.575232,6,34,2100,Renault Zoe,car,2100,2100,2200.0,2200.0,Kobenhavn O,Kobenhavn N,Kobenhavn O → Kobenhavn N,Thursday,13
de16315,2025-08-27 11:15:08,2025-08-27 13:23:09,55.669777,12.548257,55.669777,12.548295,128,34,1666,Renault Zoe,car,1550,1550,2100.0,2100.0,Kobenhavn V,Kobenhavn O,Kobenhavn V → Kobenhavn O,Wednesday,11
de88739,2025-08-28 08:51:09,2025-08-28 16:17:08,55.682446,12.533207,55.682415,12.533108,446,34,2000,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Thursday,8
dr11576,2025-08-28 13:39:08,2025-08-28 13:57:08,55.663525,12.562504,55.663525,12.562504,18,34,1561,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Thursday,13
dr11577,2025-08-28 10:57:09,2025-08-28 13:03:08,55.674324,12.54061,55.674309,12.540576,126,34,1829,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Thursday,10
dy44137,2025-08-27 15:23:08,2025-08-27 15:37:08,55.717552,12.579464,55.717552,12.579464,14,34,2100,Renault Zoe,car,2100,2100,2700.0,2700.0,Kobenhavn O,Bronshoj,Kobenhavn O → Bronshoj,Wednesday,15
dy44148,2025-08-27 11:13:08,2025-08-27 13:51:09,55.671955,12.573318,55.67202,12.573379,158,34,1573,Renault Zoe,car,1550,1550,2300.0,2300.0,Kobenhavn V,Kobenhavn S,Kobenhavn V → Kobenhavn S,Wednesday,11
dy44153,2025-08-27 12:57:09,2025-08-27 15:37:08,55.687222,12.523906,55.687199,12.523897,160,102,2000,Renault Megane,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Wednesday,12
dz55144,2025-08-28 08:21:08,2025-08-28 09:35:08,55.682518,12.538253,55.682381,12.538098,74,34,1953,Renault Zoe,car,2000,2000,2400.0,2400.0,Frederiksberg C,Kobenhavn NV,Frederiksberg C → Kobenhavn NV,Thursday,8
dz55149,2025-08-27 11:13:08,2025-08-27 14:17:09,55.650642,12.52762,55.650635,12.527633,184,34,2450,Renault Zoe,car,2450,2450,2400.0,2400.0,Kobenhavn SV,Kobenhavn NV,Kobenhavn SV → Kobenhavn NV,Wednesday,11
dz55149,2025-08-28 20:13:38,2025-08-29 04:55:09,55.681526,12.506588,55.681477,12.506531,522,34,2000,Renault Zoe,car,2000,2000,2400.0,2400.0,Frederiksberg C,Kobenhavn NV,Frederiksberg C → Kobenhavn NV,Thursday,20
ea41663,2025-08-28 18:31:08,2025-08-28 18:43:08,55.6791,12.527596,55.67915,12.52762,12,34,2000,Renault Zoe,car,2000,2000,2200.0,2200.0,Frederiksberg C,Kobenhavn N,Frederiksberg C → Kobenhavn N,Thursday,18
ea53681,2025-08-28 13:47:08,2025-08-28 14:19:08,55.682518,12.565722,55.682518,12.565816,32,34,1364,Renault Zoe,car,1050,1050,2150.0,2150.0,Kobenhavn K,Nordhavn,Kobenhavn K → Nordhavn,Thursday,13
ea56797,2025-08-28 20:57:09,2025-08-28 21:17:09,55.703613,12.577405,55.703598,12.577405,20,34,2100,Renault Zoe,car,2100,2100,2500.0,2500.0,Kobenhavn O,Valby,Kobenhavn O → Valby,Thursday,20
eb29776,2025-08-27 11:13:08,2025-08-27 13:57:08,55.681267,12.549788,55.681404,12.549857,164,34,1923,Renault Zoe,car,2000,2000,2500.0,2500.0,Frederiksberg C,Valby,Frederiksberg C → Valby,Wednesday,11
ec12317,2025-08-28 07:31:09,2025-08-28 07:41:08,55.681252,12.56867,55.681252,12.56867,10,34,1452,Renault Zoe,car,1050,1050,2450.0,2450.0,Kobenhavn K,Kobenhavn SV,Kobenhavn K → Kobenhavn SV,Thursday,7
ec31144,2025-08-28 18:27:09,2025-08-29 04:39:08,55.676285,12.53535,55.67627,12.535305,612,34,1855,Renault Zoe,car,2000,2000,2200.0,2200.0,Frederiksberg C,Kobenhavn N,Frederiksberg C → Kobenhavn N,Thursday,18
ec63446,2025-08-28 17:23:08,2025-08-28 17:29:08,55.706665,12.531198,55.706665,12.531198,6,34,2400,Renault Zoe,car,2400,2400,2450.0,2450.0,Kobenhavn NV,Kobenhavn SV,Kobenhavn NV → Kobenhavn SV,Thursday,17
bp20016,2025-07-26 12:50:02,2025-07-26 19:58:01,55.700783,12.475394,55.700748,12.475362,428,2,2700,Renault Zoe,car,2700,2700,2450.0,2450.0,Bronshoj,Kobenhavn SV,Bronshoj → Kobenhavn SV,Saturday,12
bv31968,2025-07-26 22:16:01,2025-07-27 17:20:01,55.642857,12.615922,55.642864,12.615961,1144,6,2300,unknown,van,2300,2300,2500.0,2500.0,Kobenhavn S,Valby,Kobenhavn S → Valby,Saturday,22
ce49287,2025-07-26 09:56:01,2025-07-26 10:06:01,55.702538,12.536571,55.702522,12.536715,10,2,2400,Renault Zoe,car,2400,2400,2300.0,2300.0,Kobenhavn NV,Kobenhavn S,Kobenhavn NV → Kobenhavn S,Saturday,9
ce58899,2025-07-27 12:18:01,2025-07-27 17:20:01,55.643059,12.500873,55.643044,12.500856,302,2,2500,Renault Zoe,car,2500,2500,2450.0,2450.0,Valby,Kobenhavn SV,Valby → Kobenhavn SV,Sunday,12
ce58910,2025-07-26 15:22:01,2025-07-26 15:50:01,55.681812,12.53197,55.681786,12.531909,28,2,1861,Renault Zoe,car,2000,2000,2500.0,2500.0,Frederiksberg C,Valby,Frederiksberg C → Valby,Saturday,15
dc47400,2025-07-25 16:02:01,2025-07-25 16:38:01,55.662224,12.60708,55.662281,12.607122,36,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Friday,16
dc47401,2025-07-25 12:56:01,2025-07-25 15:46:01,55.70171,12.530343,55.701683,12.530354,170,34,2400,Renault Zoe,car,2400,2400,2300.0,2300.0,Kobenhavn NV,Kobenhavn S,Kobenhavn NV → Kobenhavn S,Friday,12
dc47401,2025-07-25 21:18:01,2025-07-25 23:16:01,55.701561,12.542279,55.701561,12.542314,118,34,2200,Renault Zoe,car,2200,2200,2300.0,2300.0,Kobenhavn N,Kobenhavn S,Kobenhavn N → Kobenhavn S,Friday,21
dc47408,2025-07-26 14:32:01,2025-07-26 14:48:01,55.688728,12.52869,55.68877,12.528688,16,34,1951,Renault Zoe,car,2000,2000,2300.0,2300.0,Frederiksberg C,Kobenhavn S,Frederiksberg C → Kobenhavn S,Saturday,14
de12873,2025-07-27 10:38:02,2025-07-27 12:14:02,55.708683,12.528884,55.708839,12.52887,96,34,2400,Renault Zoe,car,2400,2400,2450.0,2450.0,Kobenhavn NV,Kobenhavn SV,Kobenhavn NV → Kobenhavn SV,Sunday,10
de16322,2025-07-26 11:38:01,2025-07-26 11:40:02,55.704273,12.551428,55.704273,12.551428,2,34,2200,Renault Zoe,car,2200,2200,2450.0,2450.0,Kobenhavn N,Kobenhavn SV,Kobenhavn N → Kobenhavn SV,Saturday,11
de88656,2025-07-26 10:58:01,2025-07-26 11:02:01,55.689892,12.563643,55.689892,12.563643,4,34,2200,Renault Zoe,car,2200,2200,2700.0,2700.0,Kobenhavn N,Bronshoj,Kobenhavn N → Bronshoj,Saturday,10
dy70418,2025-07-27 12:32:01,2025-07-27 14:52:01,55.709759,12.56641,55.709774,12.566272,140,2,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Sunday,12
eb69733,2025-07-26 07:12:02,2025-07-26 07:16:01,55.720093,12.575673,55.720093,12.575673,4,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Saturday,7
eb69735,2025-07-25 17:26:01,2025-07-26 07:56:01,55.683056,12.545396,55.683041,12.545388,870,34,1962,Renault Zoe,car,2000,2000,2700.0,2700.0,Frederiksberg C,Bronshoj,Frederiksberg C → Bronshoj,Friday,17
ec31124,2025-07-27 14:38:01,2025-07-27 16:54:01,55.672276,12.575246,55.672276,12.575256,136,34,1553,Renault Zoe,car,1550,1550,2500.0,2500.0,Kobenhavn V,Valby,Kobenhavn V → Valby,Sunday,14
ec39342,2025-07-25 16:58:01,2025-07-25 17:34:01,55.706234,12.534853,55.706142,12.534871,36,34,2400,Renault Zoe,car,2400,2400,2500.0,2500.0,Kobenhavn NV,Valby,Kobenhavn NV → Valby,Friday,16
ec39342,2025-07-25 17:56:01,2025-07-25 18:16:01,55.706184,12.534842,55.7062,12.534788,20,34,2400,Renault Zoe,car,2400,2400,2500.0,2500.0,Kobenhavn NV,Valby,Kobenhavn NV → Valby,Friday,17
bn32098,2025-08-29 15:43:08,2025-08-29 17:03:09,55.689217,12.541728,55.689186,12.541736,80,2,2200,Renault Zoe,car,2200,2200,2200.0,2200.0,Kobenhavn N,Kobenhavn N,Kobenhavn N → Kobenhavn N,Friday,15
cb23382,2025-08-29 16:59:08,2025-08-29 17:31:08,55.677017,12.589587,55.676888,12.589443,32,2,1054,Renault Zoe,car,1050,1050,2450.0,2450.0,Kobenhavn K,Kobenhavn SV,Kobenhavn K → Kobenhavn SV,Friday,16
cx86660,2025-08-30 21:15:08,2025-08-30 21:17:08,55.661182,12.624842,55.661182,12.624842,2,34,1441,Renault Zoe,car,1050,1050,2700.0,2700.0,Kobenhavn K,Bronshoj,Kobenhavn K → Bronshoj,Saturday,21
cy28022,2025-08-29 21:07:08,2025-08-30 08:31:08,55.664688,12.576563,55.664658,12.576445,684,2,1562,Renault Zoe,car,1550,1550,2700.0,2700.0,Kobenhavn V,Bronshoj,Kobenhavn V → Bronshoj,Friday,21
dc47400,2025-08-29 16:37:08,2025-08-29 20:53:08,55.708031,12.598019,55.707951,12.598051,256,34,2150,Renault Zoe,car,2150,2150,2700.0,2700.0,Nordhavn,Bronshoj,Nordhavn → Bronshoj,Friday,16
de88598,2025-08-29 04:57:08,2025-08-29 10:01:08,55.661003,12.599143,55.660976,12.599381,304,34,2300,Renault Zoe,car,2300,2300,2500.0,2500.0,Kobenhavn S,Valby,Kobenhavn S → Valby,Friday,4
de88640,2025-08-30 10:41:08,2025-08-30 10:43:09,55.705509,12.578125,55.705509,12.578125,2,34,2100,Renault Zoe,car,2100,2100,2300.0,2300.0,Kobenhavn O,Kobenhavn S,Kobenhavn O → Kobenhavn S,Saturday,10
de88712,2025-08-30 21:31:08,2025-08-30 22:15:08,55.663982,12.602857,55.664021,12.602909,44,34,2300,Renault Zoe,car,2300,2300,2450.0,2450.0,Kobenhavn S,Kobenhavn SV,Kobenhavn S → Kobenhavn SV,Saturday,21
dr11637,2025-08-30 09:21:09,2025-08-30 09:23:08,55.658211,12.611072,55.658211,12.611072,2,34,2300,Renault Zoe,car,2300,2300,2300.0,2300.0,Kobenhavn S,Kobenhavn S,Kobenhavn S → Kobenhavn S,Saturday,9
dr11741,2025-08-29 22:11:08,2025-08-29 23:45:08,55.69104,12.561604,55.69104,12.561609,94,34,2200,Renault Zoe,car,2200,2200,2150.0,2150.0,Kobenhavn N,Nordhavn,Kobenhavn N → Nordhavn,Friday,22
dv87995,2025-08-29 10:21:08,2025-08-29 13:11:09,55.675278,12.591986,55.675278,12.592153,170,34,1401,Renault Zoe,car,1050,1050,2150.0,2150.0,Kobenhavn K,Nordhavn,Kobenhavn K → Nordhavn,Friday,10
dz55135,2025-08-30 18:47:08,2025-08-31 00:43:08,55.696957,12.574581,55.696941,12.574574,356,34,2100,Renault Zoe,car,2100,2100,2500.0,2500.0,Kobenhavn O,Valby,Kobenhavn O → Valby,Saturday,18
ea69857,2025-08-30 13:29:08,2025-08-30 13:53:08,55.678402,12.549539,55.678352,12.549534,24,34,1911,Renault Zoe,car,2000,2000,2500.0,2500.0,Frederiksberg C,Valby,Frederiksberg C → Valby,Saturday,13
ea75180,2025-08-30 14:19:08,2025-08-30 14:37:08,55.691586,12.534598,55.691666,12.534562,18,34,2000,Renault Zoe,car,2000,2000,2400.0,2400.0,Frederiksberg C,Kobenhavn NV,Frederiksberg C → Kobenhavn NV,Saturday,14
ea75181,2025-08-29 20:45:08,2025-08-30 05:55:08,55.667,12.582666,55.667,12.582729,550,34,2300,Renault Zoe,car,2300,2300,2400.0,2400.0,Kobenhavn S,Kobenhavn NV,Kobenhavn S → Kobenhavn NV,Friday,20
eb29787,2025-08-30 19:31:08,2025-08-30 20:01:08,55.667747,12.618543,55.667595,12.618689,30,34,1441,Renault Zoe,car,1050,1050,2400.0,2400.0,Kobenhavn K,Kobenhavn NV,Kobenhavn K → Kobenhavn NV,Saturday,19
